item_id::string,URI::string
92,http://dbpedia.org/resource/Mary_Reilly_(film)
93,http://dbpedia.org/resource/Vampire_in_Brooklyn
94,http://dbpedia.org/resource/Beautiful_Girls_(film)
95,http://dbpedia.org/resource/Broken_Arrow_(1996_film)
96,http://dbpedia.org/resource/In_the_Bleak_Midwinter_(film)
97,http://dbpedia.org/resource/La_Haine
98,http://dbpedia.org/resource/Shopping_(1994_film)
99,http://dbpedia.org/resource/Heidi_Fleiss:_Hollywood_Madam
100,http://dbpedia.org/resource/City_Hall_(1996_film)
101,http://dbpedia.org/resource/Bottle_Rocket
102,http://dbpedia.org/resource/Mr._Wrong
103,http://dbpedia.org/resource/Unforgettable_(1996_film)
104,http://dbpedia.org/resource/Happy_Gilmore
105,http://dbpedia.org/resource/The_Bridges_of_Madison_County_(film)
107,http://dbpedia.org/resource/Muppet_Treasure_Island
108,http://dbpedia.org/resource/Catwalk_(film)
109,http://dbpedia.org/resource/Headless_Body_in_Topless_Bar
110,http://dbpedia.org/resource/Braveheart
111,http://dbpedia.org/resource/Taxi_Driver
112,http://dbpedia.org/resource/Rumble_in_the_Bronx
113,http://dbpedia.org/resource/Before_and_After_(film)
114,http://dbpedia.org/resource/Margaret%27s_Museum
115,http://dbpedia.org/resource/Happiness_Is_in_the_Field
116,http://dbpedia.org/resource/Anne_Frank_Remembered
117,http://dbpedia.org/resource/The_Young_Poisoner%27s_Handbook
118,http://dbpedia.org/resource/If_Lucy_Fell
119,http://dbpedia.org/resource/Steal_Big_Steal_Little
120,http://dbpedia.org/resource/Race_the_Sun_(film)
121,http://dbpedia.org/resource/The_Boys_of_St._Vincent
122,http://dbpedia.org/resource/Boomerang_(1992_film)
123,http://dbpedia.org/resource/Chungking_Express
124,http://dbpedia.org/resource/The_Star_Maker_(1995_film)
125,http://dbpedia.org/resource/Flirting_with_Disaster_(film)
126,http://dbpedia.org/resource/The_NeverEnding_Story_III
127,http://dbpedia.org/resource/The_Silences_of_the_Palace
129,http://dbpedia.org/resource/Pie_in_the_Sky_(1996_film)
130,http://dbpedia.org/resource/Angela_(1995_film)
131,http://dbpedia.org/resource/Frankie_Starlight
132,http://dbpedia.org/resource/Jade_(film)
133,http://dbpedia.org/resource/Nueba_Yol
135,http://dbpedia.org/resource/Down_Periscope
136,http://dbpedia.org/resource/From_the_Journals_of_Jean_Seberg
137,http://dbpedia.org/resource/Man_of_the_Year_(1995_film)
138,http://dbpedia.org/resource/The_Neon_Bible_(film)
139,http://dbpedia.org/resource/Target_(1995_film)
140,http://dbpedia.org/resource/Up_Close_%26_Personal_(film)
141,http://dbpedia.org/resource/The_Birdcage
143,http://dbpedia.org/resource/Gospa
144,http://dbpedia.org/resource/The_Brothers_McMullen
145,http://dbpedia.org/resource/Bad_Boys_(1995_film)
146,http://dbpedia.org/resource/The_Amazing_Panda_Adventure
147,http://dbpedia.org/resource/The_Basketball_Diaries_(film)
148,http://dbpedia.org/resource/An_Awfully_Big_Adventure
149,http://dbpedia.org/resource/Amateur_(1994_film)
150,http://dbpedia.org/resource/Apollo_13_(film)
151,http://dbpedia.org/resource/Rob_Roy_(1995_film)
152,http://dbpedia.org/resource/The_Addiction
153,http://dbpedia.org/resource/Batman_Forever
154,http://dbpedia.org/resource/Belle_de_Jour_(film)
155,http://dbpedia.org/resource/Beyond_Rangoon
156,http://dbpedia.org/resource/Blue_in_the_Face
157,http://dbpedia.org/resource/Canadian_Bacon
158,http://dbpedia.org/resource/Casper_(film)
159,http://dbpedia.org/resource/Clockers_(film)
160,http://dbpedia.org/resource/Congo_(film)
161,http://dbpedia.org/resource/Crimson_Tide_(film)
162,http://dbpedia.org/resource/Crumb_(film)
163,http://dbpedia.org/resource/Desperado_(film)
164,http://dbpedia.org/resource/Devil_in_a_Blue_Dress_(film)
165,http://dbpedia.org/resource/Die_Hard_with_a_Vengeance
166,http://dbpedia.org/resource/The_Doom_Generation
167,http://dbpedia.org/resource/Feast_of_July
168,http://dbpedia.org/resource/First_Knight
169,http://dbpedia.org/resource/Free_Willy_2:_The_Adventure_Home
170,http://dbpedia.org/resource/Hackers_(film)
171,http://dbpedia.org/resource/Jeffrey_(1995_film)
172,http://dbpedia.org/resource/Johnny_Mnemonic_(film)
173,http://dbpedia.org/resource/Judge_Dredd_(film)
174,http://dbpedia.org/resource/Jury_Duty_(film)
175,http://dbpedia.org/resource/Kids_(film)
176,http://dbpedia.org/resource/Living_in_Oblivion
177,http://dbpedia.org/resource/Lord_of_Illusions
178,http://dbpedia.org/resource/Love_and_Human_Remains
179,http://dbpedia.org/resource/Mad_Love_(1995_film)
180,http://dbpedia.org/resource/Mallrats
181,http://dbpedia.org/resource/Mighty_Morphin_Power_Rangers:_The_Movie
182,http://dbpedia.org/resource/Moonlight_and_Valentino
183,http://dbpedia.org/resource/Mute_Witness
184,http://dbpedia.org/resource/Nadja_(film)
185,http://dbpedia.org/resource/The_Net_(1995_film)
186,http://dbpedia.org/resource/Nine_Months
187,http://dbpedia.org/resource/Party_Girl_(1995_film)
188,http://dbpedia.org/resource/The_Prophecy
189,http://dbpedia.org/resource/Reckless_(1995_film)
190,http://dbpedia.org/resource/Safe_(1995_film)
191,http://dbpedia.org/resource/The_Scarlet_Letter_(1995_film)
192,http://dbpedia.org/resource/The_Show_(1995_film)
193,http://dbpedia.org/resource/Showgirls
194,http://dbpedia.org/resource/Smoke_(film)
195,http://dbpedia.org/resource/Something_to_Talk_About_(film)
196,http://dbpedia.org/resource/Species_(film)
197,http://dbpedia.org/resource/The_Stars_Fell_on_Henrietta
198,http://dbpedia.org/resource/Strange_Days_(film)
199,http://dbpedia.org/resource/The_Umbrellas_of_Cherbourg
200,http://dbpedia.org/resource/The_Tie_That_Binds_(1995_film)
201,http://dbpedia.org/resource/Three_Wishes_(film)
202,http://dbpedia.org/resource/Total_Eclipse_(film)
203,"http://dbpedia.org/resource/To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar"
204,http://dbpedia.org/resource/Under_Siege_2:_Dark_Territory
205,http://dbpedia.org/resource/Unstrung_Heroes
206,http://dbpedia.org/resource/Unzipped_(film)
207,http://dbpedia.org/resource/A_Walk_in_the_Clouds
208,http://dbpedia.org/resource/Waterworld
209,http://dbpedia.org/resource/White_Man%27s_Burden_(film)
210,http://dbpedia.org/resource/Wild_Bill_(1995_film)
211,http://dbpedia.org/resource/The_Browning_Version_(1994_film)
212,http://dbpedia.org/resource/Bushwhacked_(film)
213,http://dbpedia.org/resource/Burnt_by_the_Sun
214,http://dbpedia.org/resource/Before_the_Rain_(1994_film)
215,http://dbpedia.org/resource/Before_Sunrise
216,http://dbpedia.org/resource/Billy_Madison
217,http://dbpedia.org/resource/The_Babysitter_(1995_film)
218,http://dbpedia.org/resource/Boys_on_the_Side
219,http://dbpedia.org/resource/The_Cure_(1995_film)
220,http://dbpedia.org/resource/Castle_Freak
222,http://dbpedia.org/resource/Circle_of_Friends_(1995_film)
223,http://dbpedia.org/resource/Clerks_(film)
224,http://dbpedia.org/resource/Don_Juan_DeMarco
225,http://dbpedia.org/resource/Disclosure_(1994_film)
227,http://dbpedia.org/resource/Drop_Zone_(film)
228,http://dbpedia.org/resource/Destiny_Turns_on_the_Radio
229,http://dbpedia.org/resource/Death_and_the_Maiden_(film)
230,http://dbpedia.org/resource/Dolores_Claiborne_(film)
231,http://dbpedia.org/resource/Dumb_and_Dumber
232,http://dbpedia.org/resource/Eat_Drink_Man_Woman
233,http://dbpedia.org/resource/Exotica_(film)
234,http://dbpedia.org/resource/Exit_to_Eden_(film)
235,http://dbpedia.org/resource/Ed_Wood_(film)
236,http://dbpedia.org/resource/French_Kiss_(1995_film)
237,http://dbpedia.org/resource/Forget_Paris
238,http://dbpedia.org/resource/Far_from_Home:_The_Adventures_of_Yellow_Dog
239,http://dbpedia.org/resource/A_Goofy_Movie
240,http://dbpedia.org/resource/Hideaway_(1995_film)
241,http://dbpedia.org/resource/Fluke_(film)
242,http://dbpedia.org/resource/Farinelli_(film)
243,http://dbpedia.org/resource/Gordy
244,http://dbpedia.org/resource/Gumby:_The_Movie
245,http://dbpedia.org/resource/The_Glass_Shield
246,http://dbpedia.org/resource/Hoop_Dreams
247,http://dbpedia.org/resource/Heavenly_Creatures
248,http://dbpedia.org/resource/Houseguest
249,http://dbpedia.org/resource/Immortal_Beloved_(1994_film)
250,http://dbpedia.org/resource/Heavyweights
251,http://dbpedia.org/resource/The_Hunted_(1995_film)
252,http://dbpedia.org/resource/I.Q._(film)
253,http://dbpedia.org/resource/Interview_with_the_Vampire_(film)
254,http://dbpedia.org/resource/Jefferson_in_Paris
255,http://dbpedia.org/resource/The_Jerky_Boys:_The_Movie
256,http://dbpedia.org/resource/Junior_(1994_film)
257,http://dbpedia.org/resource/Just_Cause_(film)
258,http://dbpedia.org/resource/A_Kid_in_King_Arthur%27s_Court
259,http://dbpedia.org/resource/Kiss_of_Death_(1995_film)
260,http://dbpedia.org/resource/Star_Wars_(film)
261,http://dbpedia.org/resource/Little_Women_(1994_film)
262,http://dbpedia.org/resource/A_Little_Princess_(1995_film)
263,"http://dbpedia.org/resource/Ladybird,_Ladybird_(film)"
264,http://dbpedia.org/resource/Hell_(1994_film)
265,http://dbpedia.org/resource/Like_Water_for_Chocolate_(film)
266,http://dbpedia.org/resource/Legends_of_the_Fall
267,http://dbpedia.org/resource/Major_Payne
268,http://dbpedia.org/resource/Little_Odessa_(film)
269,http://dbpedia.org/resource/Mi_Vida_Loca
270,http://dbpedia.org/resource/Love_Affair_(1994_film)
271,http://dbpedia.org/resource/Losing_Isaiah
272,http://dbpedia.org/resource/The_Madness_of_King_George
273,http://dbpedia.org/resource/Mary_Shelley%27s_Frankenstein_(film)
274,http://dbpedia.org/resource/Man_of_the_House_(1995_film)
275,http://dbpedia.org/resource/Mixed_Nuts
276,http://dbpedia.org/resource/Milk_Money_(film)
277,http://dbpedia.org/resource/Miracle_on_34th_Street_(1994_film)
278,http://dbpedia.org/resource/Miami_Rhapsody
279,http://dbpedia.org/resource/My_Family_(film)
280,http://dbpedia.org/resource/Murder_in_the_First_(film)
281,http://dbpedia.org/resource/Nobody%27s_Fool_(1994_film)
282,http://dbpedia.org/resource/Nell_(film)
283,http://dbpedia.org/resource/New_Jersey_Drive
286,http://dbpedia.org/resource/Nemesis_2:_Nebula
287,http://dbpedia.org/resource/Nina_Takes_a_Lover
288,http://dbpedia.org/resource/Natural_Born_Killers
289,http://dbpedia.org/resource/Only_You_(1994_film)
290,http://dbpedia.org/resource/Once_Were_Warriors_(film)
291,http://dbpedia.org/resource/Poison_Ivy_II:_Lily
292,http://dbpedia.org/resource/Outbreak_(film)
293,http://dbpedia.org/resource/L%C3%A9on:_The_Professional
294,http://dbpedia.org/resource/The_Perez_Family
295,http://dbpedia.org/resource/A_Pyromaniac%27s_Love_Story
296,http://dbpedia.org/resource/Pulp_Fiction
297,http://dbpedia.org/resource/Panther_(film)
298,http://dbpedia.org/resource/Pushing_Hands_(film)
299,http://dbpedia.org/resource/Priest_(1994_film)
300,http://dbpedia.org/resource/Quiz_Show_(film)
301,http://dbpedia.org/resource/Picture_Bride_(film)
302,http://dbpedia.org/resource/La_Reine_Margot_(1994_film)
303,http://dbpedia.org/resource/The_Quick_and_the_Dead_(1995_film)
304,http://dbpedia.org/resource/Roommates_(1995_film)
305,http://dbpedia.org/resource/Pr%C3%AAt-%C3%A0-Porter_(film)
306,http://dbpedia.org/resource/Three_Colours:_Red
307,http://dbpedia.org/resource/Three_Colours:_Blue
308,http://dbpedia.org/resource/Three_Colours:_White
309,"http://dbpedia.org/resource/Red_Firecracker,_Green_Firecracker"
310,http://dbpedia.org/resource/Rent-a-Kid
311,http://dbpedia.org/resource/Relative_Fear
312,http://dbpedia.org/resource/Stuart_Saves_His_Family
313,http://dbpedia.org/resource/The_Swan_Princess
314,http://dbpedia.org/resource/The_Secret_of_Roan_Inish
315,http://dbpedia.org/resource/The_Specialist
316,http://dbpedia.org/resource/Stargate_(film)
317,http://dbpedia.org/resource/The_Santa_Clause
318,http://dbpedia.org/resource/The_Shawshank_Redemption
319,http://dbpedia.org/resource/Shallow_Grave
320,http://dbpedia.org/resource/Suture_(film)
321,http://dbpedia.org/resource/Strawberry_and_Chocolate
322,http://dbpedia.org/resource/Swimming_with_Sharks
324,http://dbpedia.org/resource/The_Sum_of_Us_(film)
325,http://dbpedia.org/resource/National_Lampoon%27s_Senior_Trip
326,http://dbpedia.org/resource/To_Live_(1994_film)
327,http://dbpedia.org/resource/Tank_Girl_(film)
328,http://dbpedia.org/resource/Demon_Knight
329,http://dbpedia.org/resource/Star_Trek_Generations
330,http://dbpedia.org/resource/Tales_from_the_Hood
331,http://dbpedia.org/resource/Tom_%26_Viv
332,http://dbpedia.org/resource/Village_of_the_Damned_(1995_film)
333,http://dbpedia.org/resource/Tommy_Boy
334,http://dbpedia.org/resource/Vanya_on_42nd_Street
335,http://dbpedia.org/resource/The_Underneath_(film)
336,http://dbpedia.org/resource/The_Walking_Dead_(1995_film)
337,http://dbpedia.org/resource/What%27s_Eating_Gilbert_Grape
338,http://dbpedia.org/resource/Virtuosity
339,http://dbpedia.org/resource/While_You_Were_Sleeping_(film)
340,http://dbpedia.org/resource/The_War_(1994_film)
341,http://dbpedia.org/resource/Double_Happiness_(film)
342,http://dbpedia.org/resource/Muriel%27s_Wedding
343,http://dbpedia.org/resource/The_Baby-Sitters_Club_(film)
344,http://dbpedia.org/resource/Ace_Ventura:_Pet_Detective
345,"http://dbpedia.org/resource/The_Adventures_of_Priscilla,_Queen_of_the_Desert"
346,http://dbpedia.org/resource/Backbeat_(film)
347,http://dbpedia.org/resource/Bitter_Moon
348,http://dbpedia.org/resource/Bullets_Over_Broadway
349,http://dbpedia.org/resource/Clear_and_Present_Danger_(film)
350,http://dbpedia.org/resource/The_Client_(1994_film)
351,"http://dbpedia.org/resource/Corrina,_Corrina_(film)"
352,http://dbpedia.org/resource/Crooklyn
353,http://dbpedia.org/resource/The_Crow_(1994_film)
354,http://dbpedia.org/resource/Cobb_(film)
355,http://dbpedia.org/resource/The_Flintstones_(film)
356,http://dbpedia.org/resource/Forrest_Gump
357,http://dbpedia.org/resource/Four_Weddings_and_a_Funeral
358,http://dbpedia.org/resource/Higher_Learning
359,http://dbpedia.org/resource/I_Like_It_Like_That_(film)
360,http://dbpedia.org/resource/I_Love_Trouble_(1994_film)
361,http://dbpedia.org/resource/It_Could_Happen_to_You_(1994_film)
362,http://dbpedia.org/resource/The_Jungle_Book_(1994_film)
363,http://dbpedia.org/resource/The_Wonderful_Horrible_Life_of_Leni_Riefenstahl
364,http://dbpedia.org/resource/The_Lion_King
365,http://dbpedia.org/resource/Little_Buddha
366,http://dbpedia.org/resource/Wes_Craven%27s_New_Nightmare
367,http://dbpedia.org/resource/The_Mask_(1994_film)
368,http://dbpedia.org/resource/Maverick_(film)
369,http://dbpedia.org/resource/Mrs._Parker_and_the_Vicious_Circle
370,http://dbpedia.org/resource/Naked_Gun_33%E2%85%93:_The_Final_Insult
371,http://dbpedia.org/resource/The_Paper_(film)
372,http://dbpedia.org/resource/Reality_Bites
373,http://dbpedia.org/resource/Red_Rock_West
374,http://dbpedia.org/resource/Richie_Rich_(film)
375,http://dbpedia.org/resource/Safe_Passage_(film)
376,http://dbpedia.org/resource/The_River_Wild
377,http://dbpedia.org/resource/Speed_(1994_film)
378,http://dbpedia.org/resource/Speechless_(1994_film)
379,http://dbpedia.org/resource/Timecop
380,http://dbpedia.org/resource/True_Lies
381,http://dbpedia.org/resource/When_a_Man_Loves_a_Woman_(film)
382,http://dbpedia.org/resource/Wolf_(1994_film)
383,http://dbpedia.org/resource/Wyatt_Earp_(film)
384,http://dbpedia.org/resource/Bad_Company_(1995_film)
385,http://dbpedia.org/resource/A_Man_of_No_Importance_(film)
386,http://dbpedia.org/resource/S.F.W.
387,http://dbpedia.org/resource/A_Low_Down_Dirty_Shame
388,http://dbpedia.org/resource/Boys_Life_(film)
389,http://dbpedia.org/resource/Colonel_Chabert_(1994_film)
390,"http://dbpedia.org/resource/Faster,_Pussycat!_Kill!_Kill!"
391,http://dbpedia.org/resource/Jason%27s_Lyric
392,http://dbpedia.org/resource/The_Secret_Adventures_of_Tom_Thumb
393,http://dbpedia.org/resource/Street_Fighter_(1994_film)
394,http://dbpedia.org/resource/Coldblooded_(film)
396,http://dbpedia.org/resource/Fall_Time
397,http://dbpedia.org/resource/The_Fear_(1995_film)
398,http://dbpedia.org/resource/Frank_and_Ollie
399,http://dbpedia.org/resource/Girl_in_the_Cadillac
401,http://dbpedia.org/resource/Mirage_(1995_film)
405,http://dbpedia.org/resource/Highlander_III:_The_Sorcerer
406,http://dbpedia.org/resource/Federal_Hill_(film)
407,http://dbpedia.org/resource/In_the_Mouth_of_Madness
408,http://dbpedia.org/resource/8_Seconds
409,http://dbpedia.org/resource/Above_the_Rim
410,http://dbpedia.org/resource/Addams_Family_Values
411,http://dbpedia.org/resource/You_So_Crazy
412,http://dbpedia.org/resource/The_Age_of_Innocence_(1993_film)
413,http://dbpedia.org/resource/Airheads
414,http://dbpedia.org/resource/The_Air_Up_There
415,http://dbpedia.org/resource/Another_Stakeout
416,http://dbpedia.org/resource/Bad_Girls_(1994_film)
417,http://dbpedia.org/resource/Barcelona_(film)
418,http://dbpedia.org/resource/Being_Human_(1994_film)
419,http://dbpedia.org/resource/The_Beverly_Hillbillies_(film)
420,http://dbpedia.org/resource/Beverly_Hills_Cop_III
421,http://dbpedia.org/resource/Black_Beauty_(1994_film)
422,http://dbpedia.org/resource/Blink_(film)
423,http://dbpedia.org/resource/Blown_Away_(1994_film)
424,http://dbpedia.org/resource/Blue_Chips
425,http://dbpedia.org/resource/Blue_Sky_(1994_film)
426,http://dbpedia.org/resource/Body_Snatchers_(1993_film)
427,http://dbpedia.org/resource/Boxing_Helena
428,http://dbpedia.org/resource/A_Bronx_Tale
429,http://dbpedia.org/resource/Cabin_Boy
430,http://dbpedia.org/resource/Calendar_Girl_(1993_film)
431,http://dbpedia.org/resource/Carlito%27s_Way
432,http://dbpedia.org/resource/City_Slickers_II:_The_Legend_of_Curly%27s_Gold
433,http://dbpedia.org/resource/Clean_Slate_(1994_film)
434,http://dbpedia.org/resource/Cliffhanger_(film)
435,http://dbpedia.org/resource/Coneheads_(film)
436,http://dbpedia.org/resource/Color_of_Night
437,http://dbpedia.org/resource/Cops_%26_Robbersons
438,http://dbpedia.org/resource/The_Cowboy_Way_(film)
439,http://dbpedia.org/resource/Dangerous_Game_(1993_film)
440,http://dbpedia.org/resource/Dave_(film)
441,http://dbpedia.org/resource/Dazed_and_Confused_(film)
442,http://dbpedia.org/resource/Demolition_Man_(film)
443,http://dbpedia.org/resource/The_Endless_Summer_II
444,http://dbpedia.org/resource/Even_Cowgirls_Get_the_Blues_(film)
445,http://dbpedia.org/resource/Fatal_Instinct
446,http://dbpedia.org/resource/Farewell_My_Concubine_(film)
447,http://dbpedia.org/resource/The_Favor_(1994_film)
448,http://dbpedia.org/resource/Fearless_(1993_film)
449,http://dbpedia.org/resource/Fear_of_a_Black_Hat
450,http://dbpedia.org/resource/With_Honors_(film)
451,http://dbpedia.org/resource/Flesh_and_Bone_(film)
452,http://dbpedia.org/resource/Widows%27_Peak
453,http://dbpedia.org/resource/For_Love_or_Money_(1993_film)
454,http://dbpedia.org/resource/The_Firm_(1993_film)
455,http://dbpedia.org/resource/Free_Willy
456,http://dbpedia.org/resource/Fresh_(1994_film)
457,http://dbpedia.org/resource/The_Fugitive_(1993_film)
458,http://dbpedia.org/resource/Geronimo:_An_American_Legend
459,http://dbpedia.org/resource/The_Getaway_(1994_film)
460,http://dbpedia.org/resource/Getting_Even_with_Dad
461,http://dbpedia.org/resource/Go_Fish_(film)
462,http://dbpedia.org/resource/A_Good_Man_in_Africa
463,http://dbpedia.org/resource/Guilty_as_Sin
464,http://dbpedia.org/resource/Hard_Target
465,http://dbpedia.org/resource/Heaven_%26_Earth_(1993_film)
466,http://dbpedia.org/resource/Hot_Shots!_Part_Deux
467,http://dbpedia.org/resource/Live_Nude_Girls
468,http://dbpedia.org/resource/The_Englishman_who_Went_up_a_Hill_but_Came_down_a_Mountain
469,http://dbpedia.org/resource/The_House_of_the_Spirits_(film)
470,http://dbpedia.org/resource/House_Party_3
471,http://dbpedia.org/resource/The_Hudsucker_Proxy
472,http://dbpedia.org/resource/I%27ll_Do_Anything
473,http://dbpedia.org/resource/In_the_Army_Now_(film)
474,http://dbpedia.org/resource/In_the_Line_of_Fire
475,http://dbpedia.org/resource/In_the_Name_of_the_Father_(film)
476,http://dbpedia.org/resource/The_Inkwell
477,http://dbpedia.org/resource/What%27s_Love_Got_to_Do_with_It_(film)
478,http://dbpedia.org/resource/Jimmy_Hollywood
479,http://dbpedia.org/resource/Judgment_Night_(film)
480,http://dbpedia.org/resource/Jurassic_Park_(film)
481,http://dbpedia.org/resource/Kalifornia
482,http://dbpedia.org/resource/Killing_Zoe
483,http://dbpedia.org/resource/King_of_the_Hill_(film)
484,http://dbpedia.org/resource/Lassie_(1994_film)
485,http://dbpedia.org/resource/Last_Action_Hero
486,http://dbpedia.org/resource/Life_with_Mikey
487,http://dbpedia.org/resource/Lightning_Jack
488,http://dbpedia.org/resource/M._Butterfly_(film)
489,http://dbpedia.org/resource/Made_in_America_(1993_film)
490,http://dbpedia.org/resource/Malice_(1993_film)
491,http://dbpedia.org/resource/The_Man_Without_a_Face
492,http://dbpedia.org/resource/Manhattan_Murder_Mystery
493,http://dbpedia.org/resource/Menace_II_Society
494,http://dbpedia.org/resource/Executive_Decision
495,http://dbpedia.org/resource/In_the_Realm_of_the_Senses
496,http://dbpedia.org/resource/What_Happened_Was
497,http://dbpedia.org/resource/Much_Ado_About_Nothing_(1993_film)
498,http://dbpedia.org/resource/Mr._Jones_(1993_film)
499,http://dbpedia.org/resource/Mr._Wonderful_(film)
500,http://dbpedia.org/resource/Mrs._Doubtfire
501,http://dbpedia.org/resource/Naked_(1993_film)
502,http://dbpedia.org/resource/The_Next_Karate_Kid
503,http://dbpedia.org/resource/The_New_Age_(film)
504,http://dbpedia.org/resource/No_Escape_(1994_film)
505,http://dbpedia.org/resource/North_(1994_film)
506,http://dbpedia.org/resource/Orlando_(film)
507,http://dbpedia.org/resource/A_Perfect_World
508,http://dbpedia.org/resource/Philadelphia_(film)
509,http://dbpedia.org/resource/The_Piano
510,http://dbpedia.org/resource/Poetic_Justice_(film)
511,http://dbpedia.org/resource/The_Program_(1993_film)
512,http://dbpedia.org/resource/The_Puppet_Masters_(film)
513,http://dbpedia.org/resource/Radioland_Murders
514,http://dbpedia.org/resource/The_Ref
515,http://dbpedia.org/resource/The_Remains_of_the_Day_(film)
516,http://dbpedia.org/resource/Renaissance_Man_(film)
517,http://dbpedia.org/resource/Rising_Sun_(film)
518,http://dbpedia.org/resource/The_Road_to_Wellville_(film)
